Time_Soln#18 (sec),Volume_Soln#18 (cm3),Volumetric_heat_production_rate_Soln#18 (erg/cm3-sec),Surface_temperature_Soln#18 (K),Temperature_Soln#18 (K),Mass_Soln#18 (g),Pressure_Soln#18 (atm),Mole_fraction_H2_Soln#18 (),Mole_fraction_H_Soln#18 (),Mole_fraction_CH4_Soln#18 (),Mole_fraction_CH3_Soln#18 (),Mole_fraction_C2H6_Soln#18 (),Mole_fraction_C2H5_Soln#18 (),Mole_fraction_C2H4_Soln#18 (),Mole_fraction_C2H3_Soln#18 (),Mole_fraction_C2H2_Soln#18 (),Mole_fraction_C3H8_Soln#18 (),Mole_fraction_IC3H7_Soln#18 (),Mole_fraction_NC3H7_Soln#18 (),Mole_fraction_C3H6_Soln#18 (),Mole_fraction_C3H5-A_Soln#18 (),Mole_fraction_C3H5-T_Soln#18 (),Mole_fraction_C3H4-P_Soln#18 (),Mole_fraction_C3H4-A_Soln#18 (),Mole_fraction_C3H3_Soln#18 (),Mole_fraction_NC4H10_Soln#18 (),Mole_fraction_PC4H9_Soln#18 (),Mole_fraction_IC4H10_Soln#18 (),Mole_fraction_IC4H8_Soln#18 (),Mole_fraction_C4H8-1_Soln#18 (),Mole_fraction_C4H8-2_Soln#18 (),Mole_fraction_C4H71-3_Soln#18 (),Mole_fraction_C4H6_Soln#18 (),Mole_fraction_C4H5_Soln#18 (),Mole_fraction_C4H4_Soln#18 (),Mole_fraction_C4H2_Soln#18 (),Mole_fraction_C6H6_Soln#18 (),Mole_fraction_FULVENE_Soln#18 (),Mole_fraction_C5H6_Soln#18 (),Mole_fraction_C5H5_Soln#18 (),Mole_fraction_C10H8_Soln#18 (),Mole_fraction_NC5H12_Soln#18 (),Mole_fraction_NC5H11_Soln#18 (),Mole_fraction_NC5H10_Soln#18 (),Mole_fraction_B1M3_Soln#18 (),Mole_fraction_LC5H8_Soln#18 (),Mole_fraction_NC6H12_Soln#18 (),Mole_fraction_NC7H15_Soln#18 (),Mole_fraction_NC7H14_Soln#18 (),Mole_fraction_C7H8_Soln#18 (),Mole_fraction_C7H7_Soln#18 (),Mole_fraction_C6H5C2H_Soln#18 (),Mole_fraction_C6H5C2H3_Soln#18 (),Mole_fraction_NC12H25_Soln#18 (),Mole_fraction_NC12H26_Soln#18 (),Mole_fraction_NC16H34_Soln#18 (),Mole_fraction_NC10H20_Soln#18 (),Molecular_weight_Soln#18 (g/mole),Mass_density_Soln#18 (g/cm3),Unburned_hydrocarbons_Soln#18 (ppm),Volatile_organic_compounds_Soln#18 (ppm)
2.405741E-8,15.32305,-1.032799E13,1702.714,1702.714,9.757202E-4,1.0,0.8982714,0.004976837,1.473588E-4,0.006516351,1.875314E-4,0.008227904,0.01462223,4.255084E-4,3.616533E-5,3.106539E-4,7.678727E-4,0.003721926,0.01010563,0.003466173,5.8655E-6,2.031781E-6,2.63236E-5,2.090043E-6,9.694129E-5,0.003291309,1.144708E-6,3.350652E-8,0.004142704,3.599927E-5,5.608899E-4,0.003066943,1.686437E-5,3.475374E-7,5.00849E-10,6.082902E-6,2.815809E-10,6.310276E-7,2.748528E-9,3.987876E-12,1.132932E-4,2.286259E-5,0.003148277,1.582729E-6,2.277768E-4,6.907165E-4,3.092762E-5,0.002487762,0.003800412,3.092193E-5,6.409998E-13,1.542511E-9,9.820268E-6,0.004760681,0.001876465,0.01968528,8.896924,6.367665E-5,504580.2,504580.2
2.596614E-8,15.31487,-9.532384E12,1698.301,1698.301,9.757202E-4,1.0,0.896527,0.00503728,1.697817E-4,0.007017398,2.076169E-4,0.008311065,0.01548608,4.619176E-4,4.26827E-5,3.486287E-4,8.021468E-4,0.003646836,0.01041772,0.003544997,6.6387E-6,2.298956E-6,2.918406E-5,2.27866E-6,1.082536E-4,0.00316646,1.43424E-6,4.075041E-8,0.0042378,4.023473E-5,5.558151E-4,0.003217356,1.958079E-5,4.194006E-7,6.059508E-10,6.767278E-6,3.513357E-10,7.677742E-7,3.656718E-9,5.13726E-12,1.268651E-4,2.190691E-5,0.003212477,1.826263E-6,2.510847E-4,7.051091E-4,2.919775E-5,0.002544937,0.003787674,3.403488E-5,9.460418E-13,1.968471E-9,9.234629E-6,0.004611852,0.001789711,0.0193804,8.878607,6.371064E-5,503541.4,503541.4
2.777743E-8,15.30809,-8.865338E12,1694.421,1694.421,9.757202E-4,1.0,0.894973,0.005077266,1.924075E-4,0.007487924,2.268751E-4,0.008362334,0.01627921,4.961436E-4,4.9352E-5,3.849389E-4,8.310385E-4,0.003571037,0.01069815,0.003609421,7.382316E-6,2.564926E-6,3.191533E-5,2.456524E-6,1.190528E-4,0.003047282,1.745535E-6,4.847184E-8,0.004320318,4.428303E-5,5.51372E-4,0.003352731,2.226447E-5,4.960313E-7,7.158E-10,7.421079E-6,4.263706E-10,9.098476E-7,4.682629E-9,6.433116E-12,1.397337E-4,2.109253E-5,0.003269139,2.071832E-6,2.73019E-4,7.174824E-4,2.77403E-5,0.002594885,0.003776067,3.696665E-5,1.330833E-12,2.438357E-9,8.742301E-6,0.004481557,0.001714932,0.01910454,8.862241,6.373885E-5,502613.2,502613.2
3.037846E-8,15.29979,-8.0305E12,1689.303,1689.303,9.757202E-4,1.0,0.8928934,0.005110118,2.271237E-4,0.00815267,2.548028E-4,0.008395663,0.01737457,5.445306E-4,5.972693E-5,4.372528E-4,8.669036E-4,0.003457386,0.01107764,0.003686675,8.459964E-6,2.967193E-6,3.585136E-5,2.710174E-6,1.345784E-4,0.002877785,2.255866E-6,6.107504E-8,0.004427638,5.011674E-5,5.45522E-4,0.003535992,2.627141E-5,6.209484E-7,8.907615E-10,8.363762E-6,5.498509E-10,1.134065E-6,6.454919E-9,8.686876E-12,1.580702E-4,2.00508E-5,0.003344341,2.44845E-6,3.040975E-4,7.3339E-4,2.590441E-5,0.002660282,0.003760154,4.112387E-5,2.084421E-12,3.232039E-9,8.122721E-6,0.004310376,0.001618367,0.01872896,8.840271,6.377344E-5,501367.2,501367.2
3.217106E-8,15.29492,-7.525552E12,1686.053,1686.053,9.757202E-4,1.0,0.8915529,0.005118764,2.525251E-4,0.008601855,2.742026E-4,0.00839494,0.0181007,5.772332E-4,6.74036E-5,4.732625E-4,8.881157E-4,0.003377264,0.01132518,0.00373084,9.205417E-6,3.257788E-6,3.856528E-5,2.883881E-6,1.452382E-4,0.002763461,2.651319E-6,7.084564E-8,0.004495019,5.413497E-5,5.417922E-4,0.00365545,2.912157E-5,7.175113E-7,1.023141E-9,9.01409E-6,6.461845E-10,1.30189E-6,7.892794E-9,1.053995E-11,1.705397E-4,1.940523E-5,0.003392508,2.72397E-6,3.251747E-4,7.432547E-4,2.478585E-5,0.002701559,0.003749667,4.394502E-5,2.770169E-12,3.864796E-9,7.745119E-6,0.004201854,0.001558147,0.0184829,8.826069,6.379375E-5,500561.8,500561.8
3.438544E-8,15.28973,-6.967904E12,1682.31,1682.31,9.757202E-4,1.0,0.8899899,0.005116572,2.854996E-4,0.009145214,2.983061E-4,0.008371456,0.01896666,6.167792E-4,7.745202E-5,5.175371E-4,9.107597E-4,0.003277623,0.01161707,0.003776601,1.012541E-5,3.631082E-6,4.191099E-5,3.097339E-6,1.58308E-4,0.002626174,3.188966E-6,8.418628E-8,0.004571902,5.908025E-5,5.374615E-4,0.003796115,3.272462E-5,8.488229E-7,1.199935E-9,9.816249E-6,7.783542E-10,1.523466E-6,9.92385E-9,1.320381E-11,1.856865E-4,1.867526E-5,0.003448408,3.081649E-6,3.50779E-4,7.543767E-4,2.354154E-5,0.002748813,0.003737215,4.737351E-5,3.841439E-12,4.747282E-9,7.324576E-6,0.00407701,0.001489839,0.01819198,8.80947,6.381542E-5,499620.4,499620.4
3.683709E-8,15.2849,-6.422683E12,1678.481,1678.481,9.757202E-4,1.0,0.8883669,0.005100585,3.239783E-4,0.009730513,3.251398E-4,0.008320757,0.01988711,6.593378E-4,8.926934E-5,5.661295E-4,9.31688E-4,0.003167705,0.0119242,0.00381746,1.113884E-5,4.061926E-6,4.559813E-5,3.332368E-6,1.725969E-4,0.002480182,3.846845E-6,1.006508E-7,0.004649927,6.451584E-5,5.32958E-4,0.003943822,3.680039E-5,1.009904E-6,1.412755E-9,1.070094E-5,9.423083E-10,1.786248E-6,1.251198E-8,1.668349E-11,2.020582E-4,1.794066E-5,0.003506173,3.499116E-6,3.785284E-4,7.654964E-4,2.23137E-5,0.002796867,0.003724034,5.109042E-5,5.365804E-12,5.85868E-9,6.908744E-6,0.003949199,0.00142099,0.01788525,8.792192,6.383557E-5,498640.4,498640.4
3.841879E-8,15.28223,-6.105427E12,1676.167,1676.167,9.757202E-4,1.0,0.8873741,0.005084096,3.49855E-4,0.01009844,3.42521E-4,0.008276361,0.02046049,6.860568E-4,9.725908E-5,5.971735E-4,9.431005E-4,0.003097527,0.01211429,0.003839071,1.178799E-5,4.349196E-6,4.796376E-5,3.483345E-6,1.816903E-4,0.002389666,4.305573E-6,1.122452E-7,0.004696806,6.799374E-5,5.301857E-4,0.004035043,3.946901E-5,1.122646E-6,1.559585E-9,1.126898E-5,1.058262E-9,1.965026E-6,1.43756E-8,1.924983E-11,2.123702E-4,1.750196E-5,0.003541366,3.779924E-6,3.960827E-4,7.720847E-4,2.159306E-5,0.002825744,0.003715847,5.34421E-5,6.565734E-12,6.652549E-9,6.664148E-6,0.003871878,0.001379876,0.01769523,8.781602,6.38467E-5,498039.9,498039.9
4.131859E-8,15.27814,-5.583601E12,1672.21,1672.21,9.757202E-4,1.0,0.8856536,0.005043894,3.993285E-4,0.01075223,3.745045E-4,0.00817521,0.02147203,7.334437E-4,1.126051E-4,6.533443E-4,9.602158E-4,0.002971212,0.01244796,0.003870404,1.29654E-5,4.893757E-6,5.226736E-5,3.758947E-6,1.980625E-4,0.002231598,5.214469E-6,1.355362E-7,0.004776631,7.429901E-5,5.253217E-4,0.004194771,4.442296E-5,1.347364E-6,1.848207E-9,1.230344E-5,1.292369E-9,2.310509E-6,1.819447E-8,2.466708E-11,2.307177E-4,1.675914E-5,0.003602067,4.31695E-6,4.275356E-4,7.831207E-4,2.039583E-5,0.002874834,0.003701439,5.765588E-5,9.271805E-12,8.267752E-9,6.256698E-6,0.003739342,0.001310352,0.01736155,8.763215,6.386379E-5,496997.1,496997.1
4.332208E-8,15.27585,-5.262223E12,1669.67,1669.67,9.757202E-4,1.0,0.8845335,0.005010108,4.349701E-4,0.01118779,3.966796E-4,0.008092857,0.0221423,7.649276E-4,1.237026E-4,6.91526E-4,9.694481E-4,0.002886143,0.01266828,0.003886631,1.376748E-5,5.282809E-6,5.521188E-5,3.948551E-6,2.091237E-4,0.002128459,5.892074E-6,1.531995E-7,0.00482771,7.859534E-5,5.220967E-4,0.004299932,4.788104E-5,1.516241E-6,2.062351E-9,1.301214E-5,1.470959E-9,2.561846E-6,2.114037E-8,2.898862E-11,2.429484E-4,1.628655E-5,0.003641356,4.703935E-6,4.487088E-4,7.900464E-4,1.964984E-5,0.002906125,0.003691913,6.049225E-5,1.157145E-11,9.506139E-9,6.002025E-6,0.003653996,0.001266223,0.01714127,8.751223,6.38734E-5,496317.0,496317.0
4.53783E-8,15.27388,-4.961059E12,1667.212,1667.212,9.757202E-4,1.0,0.8834369,0.004971493,4.72721E-4,0.01162079,4.19496E-4,0.007999701,0.02280712,7.96143E-4,1.354829E-4,7.301337E-4,9.769561E-4,0.002800985,0.01288647,0.003899342,1.457968E-5,5.692358E-6,5.820678E-5,4.142524E-6,2.202461E-4,0.002027764,6.627946E-6,1.726894E-7,0.004877099,8.294931E-5,5.188807E-4,0.004403831,5.145132E-5,1.701089E-6,2.294714E-9,1.373386E-5,1.669088E-9,2.829874E-6,2.442669E-8,3.395171E-11,2.55107E-4,1.583169E-5,0.003679608,5.113883E-6,4.699648E-4,7.966294E-4,1.894374E-5,0.002936234,0.003682478,6.333923E-5,1.434086E-11,1.088213E-8,5.760353E-6,0.003571115,0.001223854,0.01692322,8.739467,6.388163E-5,495650.2,495650.2
5.073698E-8,15.27031,-4.289445E12,1661.425,1661.425,9.757202E-4,1.0,0.8808026,0.004857933,5.762444E-4,0.01268199,4.791979E-4,0.007726148,0.02443714,8.721881E-4,1.67859E-4,8.27799E-4,9.884732E-4,0.00259034,0.01342144,0.003917216,1.663841E-5,6.804758E-6,6.587128E-5,4.645449E-6,2.480635E-4,0.001789225,8.725435E-6,2.30099E-7,0.004993594,9.401434E-5,5.108477E-4,0.004657513,6.08101E-5,2.237161E-6,2.960766E-9,1.558575E-5,2.259559E-9,3.57235E-6,3.424306E-8,4.962285E-11,2.848748E-4,1.476808E-5,0.003770386,6.238081E-6,5.231325E-4,8.116461E-4,1.733943E-5,0.003006351,0.003659379,7.045701E-5,2.379164E-11,1.497014E-8,5.208872E-6,0.003374517,0.001125286,0.01638945,8.711165,6.389656E-5,494045.1,494045.1
5.319284E-8,15.2693,-4.026966E12,1659.033,1659.033,9.757202E-4,1.0,0.8796908,0.004801926,6.259621E-4,0.01313605,5.066641E-4,0.007590201,0.02513817,9.044769E-4,1.834178E-4,8.710721E-4,9.904404E-4,0.002499522,0.01365208,0.003919499,1.755204E-5,7.334596E-6,6.931235E-5,4.874844E-6,2.602252E-4,0.001690901,9.766623E-6,2.596579E-7,0.005041993,9.894415E-5,5.07299E-4,0.004766419,6.510616E-5,2.508731E-6,3.295635E-9,1.641985E-5,2.567767E-9,3.931999E-6,3.934281E-8,5.823488E-11,2.975879E-4,1.433076E-5,0.003808079,6.777788E-6,5.464508E-4,8.176436E-4,1.669902E-5,0.003034958,0.003649454,7.357662E-5,2.934487E-11,1.708557E-8,4.987788E-6,0.003292527,0.001084993,0.01615984,8.699198,6.390077E-5,493366.4,493366.4
5.602919E-8,15.26855,-3.752962E12,1656.448,1656.448,9.757202E-4,1.0,0.8784726,0.004735607,6.849916E-4,0.0136357,5.38462E-4,0.007427863,0.02591464,9.397937E-4,2.018804E-4,9.198596E-4,9.905435E-4,0.00239917,0.01390831,0.003918519,1.858291E-5,7.960841E-6,7.322886E-5,5.139032E-6,2.738035E-4,0.001585383,1.102552E-5,2.963684E-7,0.005094616,1.045256E-4,5.03284E-4,0.004887091,7.006014E-5,2.842265E-6,3.705973E-9,1.737149E-5,2.954685E-9,4.361076E-6,4.569675E-8,6.938629E-11,3.11555E-4,1.385902E-5,0.003848833,7.418228E-6,5.725919E-4,8.239816E-4,1.602079E-5,0.003065593,0.003638462,7.7072E-5,3.683381E-11,1.971619E-8,4.753078E-6,0.003203299,0.001041695,0.01590518,8.686073,6.390393E-5,492622.0,492622.0
5.90039E-8,15.26816,-3.494704E12,1653.921,1653.921,9.757202E-4,1.0,0.8772641,0.004665127,7.486123E-4,0.01413187,5.718959E-4,0.007253558,0.02669309,9.746072E-4,2.217535E-4,9.696503E-4,9.884738E-4,0.002299095,0.01416629,0.003914048,1.963574E-5,8.633041E-6,7.726947E-5,5.415326E-6,2.875058E-4,0.001483421,1.240523E-5,3.378479E-7,0.005146483,1.102505E-4,4.991576E-4,0.005008258,7.523775E-5,3.214613E-6,4.163935E-9,1.835611E-5,3.397536E-9,4.825706E-6,5.288776E-8,8.254148E-11,3.253991E-4,1.339852E-5,0.003888588,8.107871E-6,5.991295E-4,8.300253E-4,1.537118E-5,0.003095222,0.00362744,8.061811E-5,4.603023E-11,2.268846E-8,4.527761E-6,0.00311537,9.995966E-4,0.0156493,8.673041,6.390555E-5,491882.9,491882.9
6.177106E-8,15.26813,-3.277679E12,1651.723,1651.723,9.757202E-4,1.0,0.8761977,0.00459942,8.092402E-4,0.01456861,6.03073E-4,0.007089345,0.02738631,0.001005003,2.406572E-4,0.001014706,9.84815E-4,0.002210654,0.01439715,0.0039073,2.058904E-5,9.271557E-6,8.096672E-5,5.671689E-6,2.997619E-4,0.001396032,1.373799E-5,3.791787E-7,0.005192041,1.15459E-4,4.95389E-4,0.005116424,8.003036E-5,3.581342E-6,4.615792E-9,1.925979E-5,3.844909E-9,5.270338E-6,6.005351E-8,9.618509E-11,3.375619E-4,1.299827E-5,0.003923004,8.76431E-6,6.23039E-4,8.351537E-4,1.481645E-5,0.003120705,0.003617619,8.381091E-5,5.591469E-11,2.564644E-8,4.334994E-6,0.003038245,9.631403E-4,0.01542077,8.661534,6.390569E-5,491230.3,491230.3
