Time_Soln#5 (sec),Volume_Soln#5 (cm3),Volumetric_heat_production_rate_Soln#5 (erg/cm3-sec),Surface_temperature_Soln#5 (K),Temperature_Soln#5 (K),Mass_Soln#5 (g),Pressure_Soln#5 (atm),Mole_fraction_H2_Soln#5 (),Mole_fraction_H_Soln#5 (),Mole_fraction_CH4_Soln#5 (),Mole_fraction_CH3_Soln#5 (),Mole_fraction_C2H6_Soln#5 (),Mole_fraction_C2H5_Soln#5 (),Mole_fraction_C2H4_Soln#5 (),Mole_fraction_C2H3_Soln#5 (),Mole_fraction_C2H2_Soln#5 (),Mole_fraction_C3H8_Soln#5 (),Mole_fraction_IC3H7_Soln#5 (),Mole_fraction_NC3H7_Soln#5 (),Mole_fraction_C3H6_Soln#5 (),Mole_fraction_C3H5-A_Soln#5 (),Mole_fraction_C3H4-P_Soln#5 (),Mole_fraction_C3H4-A_Soln#5 (),Mole_fraction_NC4H10_Soln#5 (),Mole_fraction_PC4H9_Soln#5 (),Mole_fraction_IC4H10_Soln#5 (),Mole_fraction_IC4H8_Soln#5 (),Mole_fraction_IC4H7_Soln#5 (),Mole_fraction_C4H8-1_Soln#5 (),Mole_fraction_C4H8-2_Soln#5 (),Mole_fraction_C4H71-3_Soln#5 (),Mole_fraction_C4H6_Soln#5 (),Mole_fraction_C4H4_Soln#5 (),Mole_fraction_C6H6_Soln#5 (),Mole_fraction_C5H6_Soln#5 (),Mole_fraction_MCPTD_Soln#5 (),Mole_fraction_NC5H12_Soln#5 (),Mole_fraction_NC5H10_Soln#5 (),Mole_fraction_B1M2_Soln#5 (),Mole_fraction_B1M3_Soln#5 (),Mole_fraction_B2M2_Soln#5 (),Mole_fraction_LC5H8_Soln#5 (),Mole_fraction_DIALLYL_Soln#5 (),Mole_fraction_CYC6H8_Soln#5 (),Mole_fraction_CYC6H10_Soln#5 (),Mole_fraction_NC6H12_Soln#5 (),Mole_fraction_NC7H14_Soln#5 (),Mole_fraction_C7H8_Soln#5 (),Mole_fraction_C7H7_Soln#5 (),Mole_fraction_C6H5C2H3_Soln#5 (),Mole_fraction_C6H5C2H5_Soln#5 (),Mole_fraction_XYLENE_Soln#5 (),Mole_fraction_C6H5C2H4C6H5_Soln#5 (),Mole_fraction_NPBENZ_Soln#5 (),Mole_fraction_NC12H26_Soln#5 (),Mole_fraction_NC16H34_Soln#5 (),Mole_fraction_NC10H20_Soln#5 (),Molecular_weight_Soln#5 (g/mole),Mass_density_Soln#5 (g/cm3),Unburned_hydrocarbons_Soln#5 (ppm),Volatile_organic_compounds_Soln#5 (ppm)
1.526433E-6,15.69654,-2.519523E9,1199.46,1199.46,0.001504235,1.0,0.9512486,3.115411E-6,5.556737E-6,2.451525E-5,5.063824E-6,3.046795E-5,8.622607E-5,1.366095E-7,1.004428E-8,4.772347E-7,2.152776E-7,3.281367E-6,4.495834E-5,1.784078E-5,6.600006E-10,1.735888E-8,2.117258E-7,1.567795E-6,5.675554E-10,4.762514E-12,3.516534E-10,1.761987E-5,8.379655E-8,1.577447E-5,5.747202E-6,7.869522E-12,1.4168E-7,9.654704E-11,4.673849E-13,1.612236E-8,1.265137E-5,5.378067E-12,9.359884E-9,2.016425E-12,3.404121E-6,3.245884E-8,6.803103E-13,1.103344E-12,2.742916E-6,1.129404E-5,0.004079558,3.410589E-7,3.576862E-14,1.730012E-9,2.930389E-10,3.943612E-13,4.602438E-10,0.01101601,0.006625213,0.02673612,9.432221,9.583192E-5,534939.1,534939.1
1.556568E-6,15.69647,-2.532009E9,1199.447,1199.447,0.001504235,1.0,0.9512432,3.169672E-6,5.803118E-6,2.507815E-5,5.256895E-6,3.095151E-5,8.874163E-5,1.412622E-7,1.061933E-8,4.946815E-7,2.19742E-7,3.305298E-6,4.617744E-5,1.822296E-5,6.8851E-10,1.811834E-8,2.207083E-7,1.576128E-6,6.058167E-10,5.14307E-12,3.793584E-10,1.806909E-5,8.740647E-8,1.608438E-5,5.975128E-6,8.649337E-12,1.47224E-7,1.042798E-10,4.991806E-13,1.686062E-8,1.299123E-5,5.724193E-12,9.964754E-9,2.157064E-12,3.538697E-6,3.451667E-8,7.527318E-13,1.179062E-12,2.803382E-6,1.165096E-5,0.004079514,3.543158E-7,3.907163E-14,1.800951E-9,3.075111E-10,4.264903E-13,4.929751E-10,0.01101555,0.00662483,0.02673482,9.432163,9.583235E-5,534935.8,534935.8
1.655808E-6,15.69624,-2.572098E9,1199.405,1199.405,0.001504235,1.0,0.9512249,3.345807E-6,6.654134E-6,2.693447E-5,5.914313E-6,3.251132E-5,9.7206E-5,1.569185E-7,1.265774E-8,5.547745E-7,2.343122E-7,3.382904E-6,5.027306E-5,1.94852E-5,7.873696E-10,2.075078E-8,2.519016E-7,1.603169E-6,7.438397E-10,6.562935E-12,4.817094E-10,1.957389E-5,9.989682E-8,1.710294E-5,6.755054E-6,1.165154E-11,1.661526E-7,1.329578E-10,6.149353E-13,1.941864E-8,1.41334E-5,6.971329E-12,1.214209E-8,2.669749E-12,3.998464E-6,4.192423E-8,1.039726E-12,1.455373E-12,3.003965E-6,1.285903E-5,0.004079364,3.995427E-7,5.183269E-14,2.045625E-9,3.581705E-10,5.473947E-13,6.131577E-10,0.01101401,0.00662355,0.02673045,9.431968,9.583375E-5,534924.7,534924.7
1.723202E-6,15.69608,-2.598441E9,1199.376,1199.376,0.001504235,1.0,0.9512123,3.463214E-6,7.266632E-6,2.819653E-5,6.379222E-6,3.354271E-5,1.031085E-4,1.67826E-7,1.417144E-8,5.979307E-7,2.440906E-7,3.434583E-6,5.312393E-5,2.034511E-5,8.589189E-10,2.265435E-8,2.745064E-7,1.621185E-6,8.484816E-10,7.685331E-12,5.615534E-10,2.061775E-5,1.089133E-7,1.779272E-5,7.310013E-6,1.411131E-11,1.795833E-7,1.554388E-10,7.037662E-13,2.126688E-8,1.492887E-5,7.916155E-12,1.378934E-8,3.063714E-12,4.324937E-6,4.753002E-8,1.283492E-12,1.668078E-12,3.14143E-6,1.370751E-5,0.004079259,4.316005E-7,6.235978E-14,2.221613E-9,3.952413E-10,6.440063E-13,7.062824E-10,0.01101294,0.006622661,0.02672742,9.431833,9.583471E-5,534917.1,534917.1
1.795177E-6,15.69591,-2.625804E9,1199.344,1199.344,0.001504235,1.0,0.9511986,3.586657E-6,7.951719E-6,2.954486E-5,6.891863E-6,3.46199E-5,1.095475E-4,1.797051E-7,1.590734E-8,6.461711E-7,2.544286E-7,3.488884E-6,5.62298E-5,2.126543E-5,9.393693E-10,2.479247E-8,2.999359E-7,1.640119E-6,9.704616E-10,9.040373E-12,6.56792E-10,2.175198E-5,1.190312E-7,1.85275E-5,7.925087E-6,1.716423E-11,1.944334E-7,1.82366E-10,8.084435E-13,2.334072E-8,1.579595E-5,9.017586E-12,1.570707E-8,3.528357E-12,4.68613E-6,5.405944E-8,1.595537E-12,1.919426E-12,3.289333E-6,1.463834E-5,0.004079144,4.67015E-7,7.552878E-14,2.418586E-9,4.372763E-10,7.617234E-13,8.16814E-10,0.01101178,0.006621695,0.02672412,9.431686,9.583573E-5,534908.7,534908.7
1.894778E-6,15.69568,-2.662384E9,1199.3,1199.3,0.001504235,1.0,0.9511792,3.754202E-6,8.952476E-6,3.141016E-5,7.628096E-6,3.607006E-5,1.186837E-4,1.965088E-7,1.851854E-8,7.166719E-7,2.68554E-7,3.562538E-6,6.063025E-5,2.25415E-5,1.057727E-9,2.793274E-8,3.373428E-7,1.665802E-6,1.157446E-9,1.120878E-11,8.06805E-10,2.335426E-5,1.338779E-7,1.954083E-5,8.813935E-6,2.220472E-11,2.158304E-7,2.250001E-10,9.711663E-13,2.638161E-8,1.702538E-5,1.070731E-11,1.864371E-8,4.25121E-12,5.206925E-6,6.406643E-8,2.130891E-12,2.311562E-12,3.495831E-6,1.596771E-5,0.004078981,5.179848E-7,9.753019E-14,2.706942E-9,4.997035E-10,9.52257E-13,9.899832E-10,0.01101014,0.00662033,0.02671946,9.431478,9.583714E-5,534896.9,534896.9
1.967464E-6,15.69551,-2.688151E9,1199.267,1199.267,0.001504235,1.0,0.9511648,3.874097E-6,9.721405E-6,3.277003E-5,8.184573E-6,3.709944E-5,1.25513E-4,2.090207E-7,2.058141E-8,7.709227E-7,2.787294E-7,3.615218E-6,6.391541E-5,2.3474E-5,1.149366E-9,3.035909E-8,3.662807E-7,1.68417E-6,1.307787E-9,1.302731E-11,9.305649E-10,2.454725E-5,1.453325E-7,2.027759E-5,9.489885E-6,2.655233E-11,2.320547E-7,2.603548E-10,1.103894E-12,2.872659E-8,1.794399E-5,1.206783E-11,2.10035E-8,4.841122E-12,5.602079E-6,7.211605E-8,2.610282E-12,2.63261E-12,3.647838E-6,1.696754E-5,0.004078859,5.565877E-7,1.167606E-13,2.929269E-9,5.484503E-10,1.113833E-12,1.132179E-9,0.01100891,0.006619314,0.02671599,9.431323,9.583817E-5,534888.2,534888.2
2.079025E-6,15.69526,-2.726218E9,1199.217,1199.217,0.001504235,1.0,0.9511423,4.054281E-6,1.096489E-5,3.485318E-5,9.069333E-6,3.863319E-5,1.362543E-4,2.28599E-7,2.40135E-8,8.588917E-7,2.94127E-7,3.694344E-6,6.907643E-5,2.490616E-5,1.298882E-9,3.43074E-8,4.134112E-7,1.711755E-6,1.562374E-9,1.624927E-11,1.145781E-9,2.641671E-5,1.639521E-7,2.140355E-5,1.057156E-5,3.447012E-11,2.579356E-7,3.221825E-10,1.3323E-12,3.253305E-8,1.938859E-5,1.437689E-11,2.499912E-8,5.856578E-12,6.232848E-6,8.576367E-8,3.519396E-12,3.187421E-12,3.883242E-6,1.854983E-5,0.004078665,6.18087E-7,1.523496E-13,3.290707E-9,6.286341E-10,1.403513E-12,1.378359E-9,0.01100699,0.006617722,0.02671055,9.431081,9.583975E-5,534874.4,534874.4
2.16791E-6,15.69505,-2.755295E9,1199.176,1199.176,0.001504235,1.0,0.9511239,4.194564E-6,1.201036E-5,3.6508E-5,9.80012E-6,3.98163E-5,1.450319E-4,2.444955E-7,2.69844E-8,9.331339E-7,3.062036E-7,3.755915E-6,7.328941E-5,2.604714E-5,1.425874E-9,3.764982E-8,4.533294E-7,1.733214E-6,1.786702E-9,1.922769E-11,1.340656E-9,2.793904E-5,1.796971E-7,2.229617E-5,1.147115E-5,4.198654E-11,2.793871E-7,3.785059E-10,1.537152E-12,3.574578E-8,2.056921E-5,1.641769E-11,2.852095E-8,6.7674E-12,6.756016E-6,9.78119E-8,4.419765E-12,3.687352E-12,4.072574E-6,1.985099E-5,0.004078507,6.689865E-7,1.867596E-13,3.596776E-9,6.972715E-10,1.674617E-12,1.600332E-9,0.01100542,0.006616427,0.02670611,9.430885,9.584101E-5,534863.3,534863.3
2.235703E-6,15.69489,-2.776746E9,1199.145,1199.145,0.001504235,1.0,0.9511098,4.299638E-6,1.284016E-5,3.776643E-5,1.037246E-5,4.069614E-5,1.51854E-4,2.567817E-7,2.939413E-8,9.922687E-7,3.153006E-7,3.802013E-6,7.656151E-5,2.69168E-5,1.527513E-9,4.031721E-8,4.851881E-7,1.749277E-6,1.971031E-9,2.176705E-11,1.504076E-9,2.911941E-5,1.922539E-7,2.297415E-5,1.217942E-5,4.851629E-11,2.962318E-7,4.259612E-10,1.707859E-12,3.830315E-8,2.148706E-5,1.809931E-11,3.14164E-8,7.526347E-12,7.167038E-6,1.077302E-7,5.227656E-12,4.10552E-12,4.218007E-6,2.086694E-5,0.004078383,7.089083E-7,2.171032E-13,3.841329E-9,7.525022E-10,1.907917E-12,1.785928E-9,0.01100421,0.006615423,0.02670268,9.430732,9.584197E-5,534854.6,534854.6
2.300972E-6,15.69474,-2.796809E9,1199.114,1199.114,0.001504235,1.0,0.951096,4.399243E-6,1.366559E-5,3.897446E-5,1.093552E-5,4.152519E-5,1.585247E-4,2.68734E-7,3.183431E-8,1.051288E-6,3.239654E-7,3.845697E-6,7.975935E-5,2.775329E-5,1.629364E-9,4.298304E-8,5.170233E-7,1.764495E-6,2.159662E-9,2.444807E-11,1.674144E-9,3.02715E-5,2.047932E-7,2.362449E-5,1.287929E-5,5.551315E-11,3.128398E-7,4.755466E-10,1.884683E-12,4.085315E-8,2.238486E-5,1.982474E-11,3.438132E-8,8.31237E-12,7.572447E-6,1.178984E-7,6.117209E-12,4.540093E-12,4.358856E-6,2.186408E-5,0.004078262,7.482285E-7,2.500481E-13,4.086152E-9,8.080785E-10,2.156144E-12,1.978629E-9,0.01100302,0.006614443,0.02669932,9.430583,9.584289E-5,534846.2,534846.2
2.386609E-6,15.69454,-2.822283E9,1199.074,1199.074,0.001504235,1.0,0.9510776,4.527636E-6,1.478799E-5,4.055343E-5,1.169181E-5,4.258661E-5,1.674268E-4,2.84586E-7,3.521804E-8,1.131869E-6,3.351945E-7,3.901982E-6,8.402475E-5,2.884913E-5,1.769058E-9,4.662741E-8,5.605264E-7,1.784097E-6,2.42422E-9,2.834312E-11,1.917135E-9,3.18062E-5,2.219235E-7,2.4474E-5,1.382401E-5,6.583837E-11,3.352017E-7,5.4672E-10,2.136171E-12,4.432959E-8,2.358361E-5,2.225271E-11,3.854347E-8,9.43E-12,8.118552E-6,1.321918E-7,7.470572E-12,5.160519E-12,4.544865E-6,2.320019E-5,0.0040781,8.011078E-7,2.994154E-13,4.421725E-9,8.846289E-10,2.519877E-12,2.253286E-9,0.01100144,0.006613139,0.02669485,9.430385,9.58441E-5,534835.0,534835.0
2.493549E-6,15.6943,-2.852779E9,1199.023,1199.023,0.001504235,1.0,0.9510543,4.68439E-6,1.625165E-5,4.251434E-5,1.266328E-5,4.387148E-5,1.787753E-4,3.046262E-7,3.973711E-8,1.23753E-6,3.489964E-7,3.970663E-6,8.945946E-5,3.021403E-5,1.953295E-9,5.14124E-8,6.175972E-7,1.808007E-6,2.78237E-9,3.385382E-11,2.25363E-9,3.375878E-5,2.444042E-7,2.552865E-5,1.504507E-5,8.071197E-11,3.64013E-7,6.458564E-10,2.482758E-12,4.88774E-8,2.511303E-5,2.555467E-11,4.418589E-8,1.096958E-11,8.822529E-6,1.516029E-7,9.495E-12,6.019756E-12,4.779017E-6,2.491183E-5,0.004077893,8.691314E-7,3.719437E-13,4.864238E-9,9.860657E-10,3.039883E-12,2.632555E-9,0.01099943,0.006611482,0.02668917,9.430134,9.58456E-5,534820.7,534820.7
2.560507E-6,15.69414,-2.871133E9,1198.991,1198.991,0.001504235,1.0,0.9510395,4.780528E-6,1.720319E-5,4.373524E-5,1.328655E-5,4.465346E-5,1.860097E-4,3.172999E-7,4.273649E-8,1.306582E-6,3.575127E-7,4.012764E-6,9.292263E-5,3.106612E-5,2.074331E-9,5.454243E-8,6.548907E-7,1.822659E-6,3.022833E-9,3.77013E-11,2.484046E-9,3.500162E-5,2.590952E-7,2.618533E-5,1.583278E-5,9.124996E-11,3.825463E-7,7.14095E-10,2.71925E-12,5.184204E-8,2.608886E-5,2.778146E-11,4.79797E-8,1.20196E-11,9.275579E-6,1.646754E-7,1.097714E-11,6.608676E-12,4.926663E-6,2.600756E-5,0.004077761,9.128249E-7,4.242506E-13,5.155083E-9,1.052953E-9,3.406217E-12,2.891652E-9,0.01099815,0.006610428,0.02668556,9.429974,9.584654E-5,534811.6,534811.6
2.61352E-6,15.69402,-2.88528E9,1198.966,1198.966,0.001504235,1.0,0.9510276,4.855568E-6,1.797561E-5,4.469781E-5,1.378802E-5,4.52606E-5,1.918063E-4,3.27397E-7,4.520526E-8,1.362845E-6,3.641873E-7,4.045613E-6,9.569699E-5,3.173917E-5,2.173314E-9,5.709414E-8,6.852674E-7,1.834088E-6,3.222258E-9,4.097872E-11,2.677682E-9,3.599659E-5,2.710766E-7,2.670319E-5,1.646894E-5,1.003111E-10,3.974847E-7,7.716478E-10,2.917594E-12,5.425301E-8,2.687129E-5,2.963421E-11,5.11295E-8,1.289991E-11,9.640859E-6,1.755407E-7,1.228024E-11,7.104146E-12,5.044116E-6,2.688798E-5,0.004077655,9.480069E-7,4.697859E-13,5.393088E-9,1.107776E-9,3.72015E-12,3.10906E-9,0.01099713,0.006609584,0.02668267,9.429846,9.584728E-5,534804.4,534804.4
