Time_Soln#15 (sec),Volume_Soln#15 (cm3),Volumetric_heat_production_rate_Soln#15 (erg/cm3-sec),Surface_temperature_Soln#15 (K),Temperature_Soln#15 (K),Mass_Soln#15 (g),Pressure_Soln#15 (atm),Mole_fraction_H2_Soln#15 (),Mole_fraction_CH4_Soln#15 (),Mole_fraction_CH3_Soln#15 (),Mole_fraction_C2H4_Soln#15 (),Mole_fraction_C2H2_Soln#15 (),Mole_fraction_C4H4_Soln#15 (),Mole_fraction_C4H2_Soln#15 (),Mole_fraction_C6H6_Soln#15 (),Mole_fraction_C10H8_Soln#15 (),Mole_fraction_C7H8_Soln#15 (),Mole_fraction_C7H7_Soln#15 (),Mole_fraction_C6H5C2H_Soln#15 (),Mole_fraction_C6H5C2H3_Soln#15 (),Mole_fraction_C6H5C2H5_Soln#15 (),Mole_fraction_C12H8_Soln#15 (),Mole_fraction_BIPHENYL_Soln#15 (),Mole_fraction_C14H10_Soln#15 (),Mole_fraction_C16H10_Soln#15 (),Mole_fraction_BIN1B_Soln#15 (),Mole_fraction_BIN1A_Soln#15 (),Molecular_weight_Soln#15 (g/mole),Mass_density_Soln#15 (g/cm3),Unburned_hydrocarbons_Soln#15 (ppm),Volatile_organic_compounds_Soln#15 (ppm)
8.873577E-6,15.62972,2.186682E8,1671.333,1671.333,0.00119386,1.0,0.8924746,0.01244874,6.49447E-4,0.006064742,0.002025571,5.940413E-5,7.102608E-5,0.01081015,1.154635E-5,0.0285183,0.005889861,0.002654075,0.03400808,0.002696935,2.673998E-7,1.702236E-5,6.744383E-5,1.158462E-5,8.610947E-8,4.35265E-6,10.47571,7.638397E-5,660341.5,660341.5
8.915631E-6,15.63002,2.200431E8,1671.335,1671.335,0.00119386,1.0,0.8924264,0.01248018,6.461601E-4,0.006080985,0.002032373,5.96954E-5,7.146349E-5,0.01084346,1.167275E-5,0.02852554,0.005882883,0.002661578,0.03398129,0.002676023,2.708455E-7,1.71174E-5,6.77532E-5,1.168559E-5,8.705814E-8,4.392519E-6,10.47552,7.638249E-5,660329.5,660329.6
8.926956E-6,15.6301,2.204228E8,1671.336,1671.336,0.00119386,1.0,0.8924134,0.01248861,6.452788E-4,0.006085348,0.002034202,5.977376E-5,7.158145E-5,0.01085241,1.170689E-5,0.02852747,0.005880999,0.002663593,0.03397408,0.00267042,2.717771E-7,1.714299E-5,6.783644E-5,1.171283E-5,8.731457E-8,4.403277E-6,10.47547,7.638209E-5,660326.3,660326.4
8.943917E-6,15.63022,2.208187E8,1671.337,1671.337,0.00119386,1.0,0.892394,0.01250122,6.43962E-4,0.006091872,0.002036939,5.989107E-5,7.175826E-5,0.0108658,1.17581E-5,0.02853037,0.005878174,0.002666608,0.03396331,0.002662052,2.731753E-7,1.71813E-5,6.796107E-5,1.175364E-5,8.769941E-8,4.419407E-6,10.47539,7.63815E-5,660321.6,660321.6
8.986715E-6,15.63053,2.214928E8,1671.339,1671.339,0.00119386,1.0,0.8923453,0.0125329,6.406561E-4,0.006108287,0.00204383,6.018675E-5,7.22051E-5,0.01089951,1.188776E-5,0.02853764,0.005871027,0.002674195,0.03393617,0.002641058,2.76719E-7,1.727793E-5,6.827524E-5,1.18568E-5,8.867455E-8,4.4602E-6,10.4752,7.638001E-5,660309.5,660309.5
9.016507E-6,15.63074,2.224055E8,1671.341,1671.341,0.00119386,1.0,0.8923115,0.01255485,6.383697E-4,0.006119671,0.002048616,6.039229E-5,7.251681E-5,0.01092289,1.197841E-5,0.02854266,0.005866034,0.002679457,0.03391733,0.002626553,2.792E-7,1.734515E-5,6.849368E-5,1.192877E-5,8.93571E-8,4.488681E-6,10.47507,7.637897E-5,660301.2,660301.2
1.239648E-5,15.6505,-3.810394E7,1671.446,1671.446,0.00119386,1.0,0.8890888,0.01457141,4.39954E-4,0.007232755,0.002542097,8.224241E-5,1.110577E-4,0.01325273,2.405062E-5,0.02894059,0.005265417,0.003198606,0.03199483,0.001418012,6.277372E-7,2.477493E-5,9.208229E-5,2.067622E-5,1.857363E-7,8.081776E-6,10.4625,7.628251E-5,659508.7,659508.7
1.440847E-5,15.6587,-3.0793E8,1671.364,1671.364,0.00119386,1.0,0.8876006,0.0154395,3.641216E-4,0.007769744,0.002800232,9.38782E-5,1.367871E-4,0.01440584,3.269008E-5,0.0290349,0.004921241,0.003451504,0.03101034,9.90272E-4,8.92453E-7,2.90151E-5,1.051383E-4,2.623781E-5,2.612972E-7,1.049258E-5,10.45651,7.62426E-5,659131.4,659131.4
1.448175E-5,15.65895,-3.178627E8,1671.358,1671.358,0.00119386,1.0,0.8875509,0.01546769,3.6179E-4,0.00778798,0.00280925,9.428354E-5,1.377595E-4,0.01444532,3.302223E-5,0.02903664,0.004909265,0.00346011,0.03097627,9.775237E-4,9.028157E-7,2.91672E-5,1.056019E-4,2.64433E-5,2.643083E-7,1.05834E-5,10.45631,7.624136E-5,659118.5,659118.5
1.464075E-5,15.6595,-3.394701E8,1671.346,1671.346,0.00119386,1.0,0.887444,0.01552814,3.568212E-4,0.007827266,0.002828735,9.515879E-5,1.398773E-4,0.01453043,3.374685E-5,0.02904006,0.004883429,0.003478651,0.03090273,9.504451E-4,9.254651E-7,2.949672E-5,1.066053E-4,2.688972E-5,2.709036E-7,1.078112E-5,10.45587,7.623871E-5,659090.7,659090.7
1.46517E-5,15.65953,-3.409966E8,1671.345,1671.345,0.00119386,1.0,0.8874367,0.01553227,3.564837E-4,0.007829955,0.002830071,9.521881E-5,1.400235E-4,0.01453626,3.379692E-5,0.02904027,0.004881658,0.00347992,0.03089769,9.486107E-4,9.270323E-7,2.951937E-5,1.066742E-4,2.692048E-5,2.713607E-7,1.079476E-5,10.45584,7.623853E-5,659088.8,659088.8
1.478555E-5,15.65998,-3.588617E8,1671.334,1671.334,0.00119386,1.0,0.8873478,0.01558233,3.524036E-4,0.007862703,0.002846379,9.595067E-5,1.418155E-4,0.01460729,3.441142E-5,0.02904272,0.004860088,0.003495379,0.03083623,9.264767E-4,9.46288E-7,2.979616E-5,1.075158E-4,2.72969E-5,2.769847E-7,1.096195E-5,10.45547,7.623635E-5,659065.6,659065.6
1.505261E-5,15.66085,-3.948205E8,1671.31,1671.31,0.00119386,1.0,0.8871731,0.01568022,3.445132E-4,0.007927254,0.002878686,9.739864E-5,1.454135E-4,0.01474748,3.564859E-5,0.02904656,0.004817504,0.003525856,0.03071471,8.839133E-4,9.851766E-7,3.034695E-5,1.091874E-4,2.804942E-5,2.883867E-7,1.129737E-5,10.45474,7.623213E-5,659019.8,659019.8
1.505734E-5,15.66086,-3.952438E8,1671.31,1671.31,0.00119386,1.0,0.88717,0.01568193,3.443765E-4,0.007928387,0.002879255,9.742411E-5,1.454774E-4,0.01474994,3.567061E-5,0.02904662,0.004816756,0.003526391,0.03071257,8.831788E-4,9.858704E-7,3.035668E-5,1.092169E-4,2.806276E-5,2.885907E-7,1.130333E-5,10.45473,7.623206E-5,659019.0,659019.0
1.507797E-5,15.66093,-3.979903E8,1671.308,1671.308,0.00119386,1.0,0.8871566,0.01568937,3.437812E-4,0.007933328,0.002881738,9.753525E-5,1.457566E-4,0.01476068,3.57668E-5,0.02904685,0.004813493,0.003528725,0.03070325,8.79981E-4,9.889009E-7,3.039914E-5,1.093456E-4,2.812096E-5,2.894817E-7,1.132934E-5,10.45467,7.623174E-5,659015.5,659015.5
1.529569E-5,15.66161,-4.268189E8,1671.287,1671.287,0.00119386,1.0,0.887017,0.01576705,3.376136E-4,0.00798511,0.002907828,9.870234E-5,1.487142E-4,0.01487335,3.678734E-5,0.02904886,0.004779287,0.00355318,0.03060535,8.469663E-4,1.021112E-6,3.084658E-5,1.107003E-4,2.873593E-5,2.989753E-7,1.160474E-5,10.45409,7.622844E-5,658978.6,658978.6
1.534541E-5,15.66176,-4.333194E8,1671.282,1671.282,0.00119386,1.0,0.8869854,0.01578456,3.362341E-4,0.007996845,0.00291376,9.896741E-5,1.493924E-4,0.0148989,3.702177E-5,0.0290492,0.004771533,0.003558722,0.03058312,8.396097E-4,1.028525E-6,3.09486E-5,1.110089E-4,2.887655E-5,3.011661E-7,1.166786E-5,10.45395,7.62277E-5,658970.2,658970.2
1.53557E-5,15.66179,-4.346648E8,1671.281,1671.281,0.00119386,1.0,0.8869789,0.01578817,3.359502E-4,0.007999267,0.002914985,9.902215E-5,1.495327E-4,0.01490418,3.70703E-5,0.02904926,0.004769933,0.003559866,0.03057853,8.380971E-4,1.030061E-6,3.096969E-5,1.110726E-4,2.890564E-5,3.016202E-7,1.168093E-5,10.45393,7.622755E-5,658968.5,658968.5
1.576723E-5,15.663,-4.882472E8,1671.236,1671.236,0.00119386,1.0,0.886722,0.01592969,3.249534E-4,0.008095021,0.002963676,1.011936E-4,1.551854E-4,0.01511303,3.902998E-5,0.02905021,0.004706654,0.0036051,0.03039649,7.798623E-4,1.092255E-6,3.181142E-5,1.136128E-4,3.007157E-5,3.200884E-7,1.220646E-5,10.45284,7.622167E-5,658900.0,658900.0
1.581396E-5,15.66313,-4.950896E8,1671.23,1671.23,0.00119386,1.0,0.8866933,0.01594541,3.237484E-4,0.008105754,0.002969164,1.014378E-4,1.558316E-4,0.01513647,3.92546E-5,0.02905013,0.004699564,0.003610171,0.03037602,7.735237E-4,1.099408E-6,3.190674E-5,1.138998E-4,3.02042E-5,3.22222E-7,1.226647E-5,10.45272,7.622103E-5,658892.3,658892.3
1.581833E-5,15.66314,-4.948407E8,1671.23,1671.23,0.00119386,1.0,0.8866906,0.01594688,3.236361E-4,0.008106756,0.002969677,1.014606E-4,1.558921E-4,0.01513866,3.927564E-5,0.02905012,0.004698902,0.003610645,0.03037411,7.729335E-4,1.100078E-6,3.191565E-5,1.139267E-4,3.021661E-5,3.22422E-7,1.227209E-5,10.45271,7.622097E-5,658891.6,658891.6
1.582706E-5,15.66317,-4.959237E8,1671.229,1671.229,0.00119386,1.0,0.8866853,0.01594981,3.234122E-4,0.008108758,0.002970701,1.015062E-4,1.560129E-4,0.01514303,3.931765E-5,0.0290501,0.004697581,0.00361159,0.03037029,7.717565E-4,1.101416E-6,3.193345E-5,1.139803E-4,3.02414E-5,3.228215E-7,1.228331E-5,10.45268,7.622085E-5,658890.1,658890.1
1.596896E-5,15.66356,-5.139612E8,1671.212,1671.212,0.00119386,1.0,0.8865988,0.01599704,3.198144E-4,0.008141144,0.002987304,1.022443E-4,1.579807E-4,0.01521383,4.000258E-5,0.02904958,0.004676195,0.003626893,0.03030841,7.528903E-4,1.123258E-6,3.222248E-5,1.1485E-4,3.064439E-5,3.293515E-7,1.246599E-5,10.45231,7.621893E-5,658866.8,658866.9
1.604734E-5,15.66378,-5.239539E8,1671.202,1671.202,0.00119386,1.0,0.8865514,0.01602287,3.178607E-4,0.008158926,0.002996443,1.026503E-4,1.59071E-4,0.01525272,4.038258E-5,0.02904915,0.00466446,0.003635295,0.03027439,7.426771E-4,1.135394E-6,3.238194E-5,1.153293E-4,3.086717E-5,3.32988E-7,1.256717E-5,10.45211,7.621789E-5,658854.0,658854.1
1.605401E-5,15.66379,-5.247641E8,1671.201,1671.201,0.00119386,1.0,0.8865474,0.01602505,3.176957E-4,0.008160434,0.002997219,1.026847E-4,1.591638E-4,0.01525602,4.041494E-5,0.0290491,0.004663465,0.003636007,0.0302715,7.418156E-4,1.136428E-6,3.239549E-5,1.1537E-4,3.088612E-5,3.332981E-7,1.257578E-5,10.45209,7.62178E-5,658853.0,658853.0
1.635704E-5,15.66459,-5.628365E8,1671.162,1671.162,0.00119386,1.0,0.8863665,0.01612305,3.103702E-4,0.008228425,0.003032329,1.042409E-4,1.634016E-4,0.01540492,4.189518E-5,0.02904641,0.004618654,0.003668136,0.03014105,7.037434E-4,1.183833E-6,3.301049E-5,1.172157E-4,3.174844E-5,3.475604E-7,1.296868E-5,10.45131,7.62139E-5,658803.9,658803.9
1.640187E-5,15.66471,-5.683179E8,1671.156,1671.156,0.00119386,1.0,0.8863401,0.01613731,3.093152E-4,0.008238388,0.003037495,1.044695E-4,1.640314E-4,0.01542676,4.211559E-5,0.02904588,0.004612097,0.003672844,0.03012189,6.982888E-4,1.190908E-6,3.310129E-5,1.174878E-4,3.187614E-5,3.496966E-7,1.302703E-5,10.4512,7.621334E-5,658796.7,658796.7
1.640713E-5,15.66472,-5.689215E8,1671.156,1671.156,0.00119386,1.0,0.886337,0.01613898,3.091918E-4,0.008239557,0.003038101,1.044963E-4,1.641055E-4,0.01542933,4.214151E-5,0.02904581,0.004611327,0.003673396,0.03011964,6.97651E-4,1.19174E-6,3.311196E-5,1.175197E-4,3.189114E-5,3.499481E-7,1.303389E-5,10.45119,7.621327E-5,658795.8,658795.9
1.657413E-5,15.66515,-5.895125E8,1671.133,1671.133,0.00119386,1.0,0.8862392,0.01619157,3.053292E-4,0.008276446,0.003057278,1.053438E-4,1.664584E-4,0.01551026,4.296597E-5,0.02904354,0.004587074,0.003690829,0.03004858,6.77745E-4,1.218244E-6,3.344976E-5,1.185311E-4,3.236713E-5,3.579696E-7,1.325178E-5,10.45076,7.621122E-5,658769.1,658769.1
1.659705E-5,15.6652,-5.922573E8,1671.13,1671.13,0.00119386,1.0,0.8862259,0.01619873,3.048068E-4,0.008281484,0.003059902,1.054596E-4,1.667822E-4,0.01552132,4.307952E-5,0.02904319,0.004583766,0.00369321,0.03003887,6.7506E-4,1.221899E-6,3.349608E-5,1.186696E-4,3.243249E-5,3.590779E-7,1.328174E-5,10.4507,7.621094E-5,658765.4,658765.5
1.660615E-5,15.66522,-5.933791E8,1671.128,1671.128,0.00119386,1.0,0.8862206,0.01620157,3.045997E-4,0.008283484,0.003060945,1.055056E-4,1.669108E-4,0.01552571,4.312466E-5,0.02904305,0.004582452,0.003694155,0.03003501,6.739964E-4,1.223352E-6,3.351448E-5,1.187246E-4,3.245846E-5,3.595187E-7,1.329365E-5,10.45068,7.621083E-5,658764.0,658764.0
1.662203E-5,15.66526,-5.954469E8,1671.126,1671.126,0.00119386,1.0,0.8862114,0.01620651,3.042394E-4,0.008286968,0.003062761,1.055858E-4,1.671353E-4,0.01553335,4.32034E-5,0.02904281,0.004580165,0.003695801,0.03002829,6.721462E-4,1.225887E-6,3.354655E-5,1.188206E-4,3.250375E-5,3.60288E-7,1.331442E-5,10.45064,7.621064E-5,658761.5,658761.5
1.678797E-5,15.66567,-6.154441E8,1671.102,1671.102,0.00119386,1.0,0.8861156,0.01625776,3.005266E-4,0.008323204,0.003081692,1.064203E-4,1.694862E-4,0.01561295,4.402906E-5,0.02903998,0.004556398,0.003712925,0.02995829,6.531343E-4,1.252505E-6,3.388142E-5,1.198213E-4,3.297725E-5,3.683803E-7,1.353193E-5,10.45022,7.620868E-5,658735.1,658735.1
1.691356E-5,15.66597,-6.304508E8,1671.084,1671.084,0.00119386,1.0,0.8860438,0.01629604,2.977783E-4,0.00835042,0.003095958,1.070482E-4,1.712719E-4,0.01567279,4.465716E-5,0.02903755,0.004538579,0.003725787,0.02990562,6.391219E-4,1.272791E-6,3.413446E-5,1.205766E-4,3.333588E-5,3.745666E-7,1.369704E-5,10.44991,7.620723E-5,658715.3,658715.3
1.709795E-5,15.66639,-6.523636E8,1671.056,1671.056,0.00119386,1.0,0.8859395,0.01635148,2.938389E-4,0.008390055,0.003116806,1.079641E-4,1.739037E-4,0.01576002,4.558433E-5,0.02903355,0.004512687,0.003744518,0.02982876,6.19128E-4,1.302796E-6,3.450536E-5,1.216822E-4,3.386277E-5,3.837467E-7,1.394022E-5,10.44945,7.620515E-5,658686.3,658686.3
1.716148E-5,15.66654,-6.597125E8,1671.046,1671.046,0.00119386,1.0,0.8859038,0.01637037,2.925069E-4,0.008403626,0.003123964,1.082781E-4,1.748132E-4,0.0157899,4.590517E-5,0.02903205,0.004503838,0.003750931,0.0298024,6.123931E-4,1.313195E-6,3.4633E-5,1.220623E-4,3.404443E-5,3.869367E-7,1.402423E-5,10.44929,7.620445E-5,658676.4,658676.4
1.717927E-5,15.66658,-6.618729E8,1671.043,1671.043,0.00119386,1.0,0.8858938,0.01637564,2.921365E-4,0.008407416,0.003125965,1.083658E-4,1.75068E-4,0.01579825,4.59951E-5,0.02903162,0.004501368,0.003752722,0.02979504,6.105226E-4,1.316111E-6,3.46687E-5,1.221686E-4,3.409528E-5,3.878321E-7,1.404776E-5,10.44925,7.620426E-5,658673.6,658673.6
