Time_Soln#21 (sec),Volume_Soln#21 (cm3),Volumetric_heat_production_rate_Soln#21 (erg/cm3-sec),Surface_temperature_Soln#21 (K),Temperature_Soln#21 (K),Mass_Soln#21 (g),Pressure_Soln#21 (atm),Mole_fraction_H2_Soln#21 (),Mole_fraction_H_Soln#21 (),Mole_fraction_CH4_Soln#21 (),Mole_fraction_CH3_Soln#21 (),Mole_fraction_C2H4_Soln#21 (),Mole_fraction_C2H2_Soln#21 (),Mole_fraction_C3H4-P_Soln#21 (),Mole_fraction_C3H3_Soln#21 (),Mole_fraction_C4H2_Soln#21 (),Mole_fraction_C6H6_Soln#21 (),Mole_fraction_C10H8_Soln#21 (),Mole_fraction_C7H8_Soln#21 (),Mole_fraction_C7H7_Soln#21 (),Mole_fraction_BENZYNE_Soln#21 (),Mole_fraction_C6H5C2H_Soln#21 (),Mole_fraction_C6H5C2H3_Soln#21 (),Mole_fraction_C6H5C2H5_Soln#21 (),Mole_fraction_C12H8_Soln#21 (),Mole_fraction_C14H10_Soln#21 (),Mole_fraction_BIN1B_Soln#21 (),Molecular_weight_Soln#21 (g/mole),Mass_density_Soln#21 (g/cm3),Unburned_hydrocarbons_Soln#21 (ppm),Volatile_organic_compounds_Soln#21 (ppm)
1.905002E-6,15.33772,-4.273675E10,1899.3,1899.3,0.001014781,1.0,0.880935,0.001519766,0.01633338,0.003015489,0.006908749,0.005881641,2.280976E-4,0.00113362,0.001351354,0.01476946,8.781417E-5,0.01878826,0.00891028,0.001353638,0.005061653,0.02943508,6.582533E-4,2.008026E-6,8.026399E-5,1.417604E-7,10.31153,6.616241E-5,649992.4,649992.4
1.977353E-6,15.33694,-4.145334E10,1898.494,1898.494,0.001014781,1.0,0.8803477,0.001485541,0.01671051,0.002921332,0.00707426,0.006088251,2.396163E-4,0.001158084,0.001407416,0.01519479,9.56946E-5,0.01861306,0.008778962,0.001364148,0.005180982,0.02904959,5.988561E-4,2.228075E-6,8.36857E-5,1.562865E-7,10.30768,6.61658E-5,649749.7,649749.8
2.012849E-6,15.33655,-4.088554E10,1898.107,1898.107,0.001014781,1.0,0.8800671,0.001469257,0.01688974,0.002876704,0.007153039,0.006188202,2.452555E-4,0.001169628,0.001434747,0.01539789,9.964005E-5,0.01852938,0.008714556,0.001368876,0.00523782,0.02886516,5.719615E-4,2.339844E-6,8.535664E-5,1.63674E-7,10.30584,6.616746E-5,649633.6,649633.6
2.022629E-6,15.33645,-4.07359E10,1898.001,1898.001,0.001014781,1.0,0.8799907,0.001464828,0.01693846,0.002864588,0.007174472,0.00621558,2.468077E-4,0.001172757,0.001442257,0.01545322,1.00736E-4,0.01850658,0.008696826,0.001370132,0.005253288,0.02881488,5.647966E-4,2.371077E-6,8.581612E-5,1.657398E-7,10.30533,6.616792E-5,649601.9,649601.9
2.028251E-6,15.33639,-4.065035E10,1897.941,1897.941,0.001014781,1.0,0.8799469,0.001462294,0.01696634,0.002857659,0.007186738,0.006231285,2.476997E-4,0.001174546,0.001446569,0.01548491,1.013676E-4,0.01849353,0.008686637,0.001370844,0.005262141,0.02878608,5.607257E-4,2.389118E-6,8.608006E-5,1.669334E-7,10.30505,6.616818E-5,649583.8,649583.8
2.043822E-6,15.33622,-4.041922E10,1897.774,1897.774,0.001014781,1.0,0.8798262,0.001455317,0.01704309,0.002838596,0.007220518,0.006274669,2.501689E-4,0.001179464,0.0014585,0.0155722,1.031236E-4,0.01845754,0.008658435,0.001372782,0.005286525,0.0287067,5.496215E-4,2.439403E-6,8.681046E-5,1.702616E-7,10.30425,6.616891E-5,649533.7,649533.7
2.046828E-6,15.33619,-4.037577E10,1897.741,1897.741,0.001014781,1.0,0.879803,0.001453977,0.01705783,0.002834937,0.007227007,0.006283026,2.506455E-4,0.001180407,0.001460801,0.01558898,1.034636E-4,0.01845062,0.008652993,0.001373151,0.00529121,0.02869144,5.475064E-4,2.449166E-6,8.695136E-5,1.709079E-7,10.3041,6.616905E-5,649524.1,649524.1
2.05222E-6,15.33613,-4.029741E10,1897.684,1897.684,0.001014781,1.0,0.8797615,0.001451579,0.0170842,0.002828394,0.007238618,0.006297998,2.515001E-4,0.001182094,0.001464926,0.01561901,1.040745E-4,0.01843824,0.008643234,0.001373807,0.005299593,0.02866411,5.43737E-4,2.466724E-6,8.720402E-5,1.720706E-7,10.30383,6.61693E-5,649506.9,649506.9
2.10596E-6,15.33554,-3.955907E10,1897.116,1897.116,0.001014781,1.0,0.8793534,0.001428089,0.01734256,0.002764427,0.007352486,0.006446092,2.60004E-4,0.00119856,0.001505887,0.01591397,1.102211E-4,0.01831654,0.008546212,0.001380032,0.005381835,0.02839547,5.077458E-4,2.644742E-6,8.971543E-5,1.838739E-7,10.30114,6.617185E-5,649337.3,649337.4
2.10956E-6,15.3355,-3.951199E10,1897.078,1897.078,0.001014781,1.0,0.8793265,0.001426542,0.01735958,0.002760222,0.007359995,0.006455939,2.605727E-4,0.001199641,0.001508621,0.01593345,1.106365E-4,0.01830849,0.008539731,0.001380429,0.00538726,0.02837771,5.054341E-4,2.656862E-6,8.988322E-5,1.846785E-7,10.30096,6.617202E-5,649326.1,649326.1
2.135842E-6,15.33521,-3.917705E10,1896.804,1896.804,0.001014781,1.0,0.879131,0.001415344,0.01748275,0.002729836,0.007414364,0.00652756,2.647218E-4,0.001207449,0.001528546,0.01607462,1.136839E-4,0.01825017,0.008492488,0.001383249,0.00542655,0.02824894,4.889303E-4,2.746131E-6,9.110674E-5,1.906099E-7,10.29967,6.617328E-5,649244.7,649244.7
2.201695E-6,15.33447,-3.839942E10,1896.128,1896.128,0.001014781,1.0,0.8786513,0.001388013,0.01778352,0.002655948,0.007547331,0.00670499,2.750906E-4,0.00122641,0.001578188,0.01642066,1.214199E-4,0.01810695,0.008374791,0.001389767,0.005522691,0.02793275,4.50189E-4,2.975384E-6,9.416031E-5,2.058815E-7,10.29649,6.617647E-5,649044.5,649044.5
2.203765E-6,15.33444,-3.837636E10,1896.107,1896.107,0.001014781,1.0,0.8786365,0.001387171,0.01779279,0.002653677,0.007551437,0.006710521,2.75416E-4,0.001226993,0.001579742,0.01643136,1.216654E-4,0.01810251,0.008371108,0.001389959,0.005525661,0.02792296,4.490294E-4,2.982721E-6,9.425603E-5,2.063713E-7,10.29639,6.617657E-5,649038.2,649038.3
2.301569E-6,15.33331,-3.736441E10,1895.126,1895.126,0.001014781,1.0,0.8779506,0.001348516,0.01821886,0.002549925,0.007740369,0.006968616,2.907341E-4,0.001253588,0.00165269,0.01692502,1.334107E-4,0.01789737,0.008198597,0.001398223,0.005662398,0.02747047,3.980034E-4,3.338204E-6,9.875783E-5,2.301835E-7,10.29182,6.618144E-5,648750.3,648750.4
2.32998E-6,15.33298,-3.709697E10,1894.846,1894.846,0.001014781,1.0,0.8777568,0.001337691,0.01833839,0.00252103,0.007793497,0.007042453,2.951649E-4,0.001260994,0.00167371,0.01706424,1.368734E-4,0.01783931,0.008149061,0.001400337,0.005700874,0.02734257,3.844508E-4,3.444622E-6,1.000583E-4,2.373452E-7,10.29053,6.618289E-5,648668.6,648668.7
2.332055E-6,15.33295,-3.707813E10,1894.825,1894.825,0.001014781,1.0,0.8777428,0.001336907,0.01834705,0.002518941,0.007797348,0.007047827,2.954882E-4,0.00126153,0.001675243,0.01707434,1.371272E-4,0.01783509,0.008145453,0.001400487,0.005703664,0.02733329,3.834819E-4,3.452452E-6,1.001532E-4,2.378728E-7,10.29043,6.6183E-5,648662.7,648662.7
2.339437E-6,15.33286,-3.701031E10,1894.753,1894.753,0.001014781,1.0,0.8776929,0.001334127,0.01837777,0.002511533,0.007811013,0.007066922,2.96638E-4,0.001263429,0.001680691,0.01711018,1.380309E-4,0.01782013,0.008132632,0.001401013,0.005713562,0.02730034,3.800586E-4,3.480363E-6,1.004906E-4,2.397542E-7,10.2901,6.618338E-5,648641.6,648641.6
2.362691E-6,15.33259,-3.680188E10,1894.525,1894.525,0.001014781,1.0,0.8775367,0.001325446,0.01847373,0.002488438,0.007853722,0.007126845,3.002554E-4,0.00126935,0.001697816,0.01722226,1.408868E-4,0.01777328,0.008092379,0.001402618,0.005744504,0.02719722,3.695045E-4,3.568888E-6,1.015517E-4,2.45729E-7,10.28905,6.618458E-5,648575.6,648575.6
2.366565E-6,15.33254,-3.676775E10,1894.488,1894.488,0.001014781,1.0,0.8775108,0.001324012,0.0184896,0.002484625,0.007860789,0.007136796,3.008575E-4,0.001270328,0.001700664,0.01724082,1.41364E-4,0.01776551,0.008085691,0.001402878,0.005749625,0.02718014,3.677791E-4,3.583727E-6,1.017283E-4,2.467317E-7,10.28888,6.618479E-5,648564.6,648564.7
2.394838E-6,15.3322,-3.652416E10,1894.213,1894.213,0.001014781,1.0,0.8773233,0.001313643,0.01860436,0.002457113,0.007911924,0.007209129,3.052462E-4,0.001277384,0.001721404,0.01737519,1.448585E-4,0.01770923,0.008037066,0.001404701,0.005786684,0.02705639,3.554834E-4,3.692845E-6,1.03015E-4,2.541157E-7,10.28762,6.618627E-5,648485.2,648485.2
2.660076E-6,15.32878,-3.459878E10,1891.717,1891.717,0.001014781,1.0,0.8756666,0.001224123,0.01960199,0.002222711,0.008358907,0.007865264,3.459533E-4,0.001337706,0.001912224,0.01855631,1.784842E-4,0.01720901,0.007596718,0.001416634,0.006111049,0.02596271,2.606017E-4,4.779567E-6,1.149323E-4,3.287275E-7,10.27635,6.620101E-5,647775.0,647775.0
2.670697E-6,15.32864,-3.453272E10,1891.62,1891.62,0.001014781,1.0,0.8756038,0.001220813,0.01963917,0.00221416,0.008375657,0.007890729,3.475651E-4,0.001339916,0.001919722,0.0186008,1.798582E-4,0.01718994,0.007579722,0.001416932,0.006123219,0.0259213,2.57469E-4,4.825374E-6,1.154037E-4,3.319187E-7,10.27592,6.620163E-5,647747.8,647747.8
2.676161E-6,15.32856,-3.449836E10,1891.57,1891.57,0.001014781,1.0,0.8755716,0.001219118,0.01965822,0.002209786,0.00838424,0.007903804,3.483936E-4,0.001341047,0.001923575,0.0186236,1.805657E-4,0.01718016,0.007571,0.001417081,0.006129455,0.02590007,2.558753E-4,4.849004E-6,1.15646E-4,3.335665E-7,10.2757,6.620195E-5,647733.8,647733.8
2.789858E-6,15.32699,-3.382677E10,1890.541,1890.541,0.001014781,1.0,0.874917,0.001185018,0.02004306,0.002122255,0.008558048,0.008172383,3.655464E-4,0.001363731,0.002003093,0.01908626,1.953909E-4,0.01698061,0.007392595,0.001419441,0.006255795,0.02546832,2.252159E-4,5.350719E-6,1.206622E-4,3.688045E-7,10.27117,6.620877E-5,647448.1,647448.1
2.802609E-6,15.3268,-3.375528E10,1890.427,1890.427,0.001014781,1.0,0.8748453,0.001181327,0.0200849,0.002112838,0.00857699,0.008202097,3.674596E-4,0.001366177,0.002011933,0.01913679,1.970647E-4,0.01695868,0.007372956,0.001419622,0.006269571,0.02542106,2.220557E-4,5.408147E-6,1.212216E-4,3.728691E-7,10.27067,6.620955E-5,647416.6,647416.7
2.806705E-6,15.32675,-3.373283E10,1890.39,1890.39,0.001014781,1.0,0.8748223,0.001180147,0.02009829,0.002109831,0.008583052,0.008211624,3.680736E-4,0.001366959,0.002014769,0.01915296,1.976028E-4,0.01695166,0.007366664,0.001419676,0.006273979,0.02540593,2.21052E-4,5.426642E-6,1.214012E-4,3.741795E-7,10.27051,6.62098E-5,647406.6,647406.6
2.81374E-6,15.32665,-3.369355E10,1890.327,1890.327,0.001014781,1.0,0.874783,0.001178127,0.02012121,0.002104683,0.008593437,0.008227969,3.691278E-4,0.001368297,0.002019637,0.01918067,1.985275E-4,0.01693961,0.007355875,0.001419767,0.006281532,0.02538,2.193405E-4,5.458464E-6,1.217094E-4,3.764358E-7,10.27023,6.621024E-5,647389.3,647389.3
2.815451E-6,15.32662,-3.368499E10,1890.312,1890.312,0.001014781,1.0,0.8747734,0.001177637,0.02012678,0.002103435,0.008595958,0.008231941,3.693841E-4,0.001368621,0.00202082,0.0191874,1.987525E-4,0.01693669,0.007353254,0.001419788,0.006283365,0.0253737,2.189266E-4,5.466214E-6,1.217844E-4,3.769856E-7,10.27017,6.621034E-5,647385.1,647385.1
2.819691E-6,15.32656,-3.366024E10,1890.274,1890.274,0.001014781,1.0,0.8747497,0.001176424,0.02014055,0.002100347,0.008602196,0.008241776,3.700191E-4,0.001369424,0.00202375,0.01920405,1.993102E-4,0.01692945,0.007346767,0.001419839,0.006287902,0.02535811,2.179051E-4,5.485437E-6,1.219701E-4,3.783499E-7,10.27,6.62106E-5,647374.7,647374.7
2.860599E-6,15.32597,-3.343769E10,1889.911,1889.911,0.001014781,1.0,0.8745235,0.001164878,0.02027188,0.002071018,0.008661753,0.008336193,3.76132E-4,0.001377057,0.002051929,0.01936314,2.047028E-4,0.01686011,0.007284623,0.001420238,0.006331226,0.02520907,2.083501E-4,5.672251E-6,1.237576E-4,3.91649E-7,10.26842,6.621315E-5,647275.0,647275.0
2.948439E-6,15.32468,-3.297992E10,1889.138,1889.138,0.001014781,1.0,0.8740488,0.001140935,0.02054555,0.002010568,0.00878614,0.008536265,3.891833E-4,0.001392825,0.002111894,0.01969603,2.16343E-4,0.01671408,0.007153768,0.001420574,0.006421743,0.02489646,1.894477E-4,6.080953E-6,1.275744E-4,4.209878E-7,10.26508,6.621871E-5,647064.7,647064.7
2.954277E-6,15.3246,-3.295037E10,1889.087,1889.087,0.001014781,1.0,0.8740177,0.001139384,0.02056334,0.00200667,0.008794241,0.008549434,3.900471E-4,0.001393843,0.002115853,0.01971774,2.171195E-4,0.01670451,0.007145198,0.001420571,0.006427639,0.02487604,1.882661E-4,6.108483E-6,1.27827E-4,4.229765E-7,10.26486,6.621909E-5,647050.9,647050.9
2.967719E-6,15.3244,-3.288273E10,1888.969,1888.969,0.001014781,1.0,0.8739466,0.001135833,0.02060412,0.001997754,0.008812812,0.008579693,3.920339E-4,0.001396174,0.002124954,0.01976753,2.189082E-4,0.01668255,0.007125528,0.001420554,0.006441158,0.02482919,1.855795E-4,6.172036E-6,1.284082E-4,4.275736E-7,10.26436,6.621995E-5,647019.2,647019.2
2.970408E-6,15.32436,-3.286921E10,1888.946,1888.946,0.001014781,1.0,0.8739324,0.001135126,0.02061225,0.001995979,0.008816516,0.008585738,3.924311E-4,0.001396638,0.002126774,0.01977745,2.192664E-4,0.01667816,0.007121602,0.001420549,0.006443854,0.02481984,1.850475E-4,6.184782E-6,1.285244E-4,4.284965E-7,10.26426,6.622013E-5,647012.8,647012.9
2.976132E-6,15.32427,-3.284054E10,1888.896,1888.896,0.001014781,1.0,0.8739022,0.001133624,0.02062951,0.001992211,0.008824382,0.00859859,3.932762E-4,0.001397623,0.002130642,0.01979855,2.200287E-4,0.01666884,0.007113259,0.001420536,0.006449581,0.02479998,1.839215E-4,6.211935E-6,1.287715E-4,4.304639E-7,10.26405,6.62205E-5,646999.4,646999.4
3.105328E-6,15.3223,-3.221671E10,1887.783,1887.783,0.001014781,1.0,0.8732366,0.001100937,0.02100738,0.001910753,0.008996955,0.008884769,4.12232E-4,0.001418972,0.002217124,0.02026223,2.373076E-4,0.01646257,0.00692897,0.001419507,0.006575254,0.02436242,1.605854E-4,6.836035E-6,1.343177E-4,4.761182E-7,10.25931,6.622899E-5,646700.9,646700.9
3.456665E-6,15.31668,-3.067754E10,1884.856,1884.856,0.001014781,1.0,0.8715644,0.001022589,0.02193283,0.001719801,0.009422835,0.009627596,4.626119E-4,0.001469272,0.002444155,0.0214138,2.847439E-4,0.01593715,0.006465798,0.001410561,0.006885676,0.0232667,1.133106E-4,8.633121E-6,1.490811E-4,6.124117E-7,10.24717,6.625332E-5,645935.5,645935.5
3.492117E-6,15.31609,-3.053112E10,1884.568,1884.568,0.001014781,1.0,0.8714057,0.001015445,0.02201886,0.00170271,0.009462652,0.00969988,4.675998E-4,0.001473781,0.002466409,0.02152201,2.895489E-4,0.01588672,0.006422031,0.001409226,0.006914713,0.02316305,1.095773E-4,8.821937E-6,1.505454E-4,6.271643E-7,10.246,6.625586E-5,645861.7,645861.7
3.621581E-6,15.31393,-3.000705E10,1883.53,1883.53,0.001014781,1.0,0.8708405,9.904144E-4,0.02232281,0.001643266,0.009603633,0.009959972,4.856649E-4,0.001489442,0.002546665,0.02190592,3.071006E-4,0.01570621,0.006266621,0.001403773,0.007017542,0.02279433,9.721886E-5,9.522169E-6,1.558532E-4,6.826193E-7,10.2418,6.626522E-5,645596.9,645597.0
